month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3
3,7,6,30,36,0.21,0.96,0.38,0.13
3,7,6,31,36,0.21,0.96,0.38,0.14
3,7,6,32,36,0.21,0.96,0.39,0.14
3,7,6,33,37,0.21,0.96,0.39,0.14
3,7,6,34,37,0.21,0.96,0.39,0.14
3,7,6,35,37,0.25,0.96,0.41,0.16
3,7,6,36,37,0.21,0.96,0.39,0.14
3,7,6,37,37,0.21,0.96,0.39,0.14
3,7,6,38,37,0.21,0.96,0.4,0.14
3,7,6,39,37,0.22,0.96,0.39,0.14
3,7,6,40,37,0.22,0.96,0.39,0.14
3,7,6,41,37,0.22,0.96,0.4,0.14
3,7,6,42,37,0.22,0.96,0.4,0.14
3,7,6,43,37,0.22,0.96,0.4,0.14
3,7,6,44,37,0.22,0.96,0.4,0.14
3,7,6,45,37,0.22,0.96,0.4,0.18
3,7,6,46,37,0.22,0.96,0.4,0.13
3,7,6,47,37,0.22,0.96,0.4,0.14
3,7,6,48,37,0.22,0.96,0.4,0.14
3,7,6,49,37,0.22,0.96,0.4,0.14
3,7,6,50,37,0.22,0.96,0.4,0.14
3,7,6,51,37,0.2,0.95,0.4,0.12
3,7,6,52,37,0.21,0.95,0.4,0.13
3,7,6,53,38,0.21,0.94,0.4,0.14
3,7,6,54,38,0.21,0.94,0.4,0.14
3,7,6,55,38,0.21,0.94,0.4,0.15
3,7,6,56,38,0.22,0.93,0.4,0.15
3,7,6,57,38,0.21,0.95,0.4,0.14
3,7,6,58,38,0.21,0.94,0.4,0.14
3,7,6,59,38,0.21,0.95,0.4,0.14
3,7,7,0,38,0.21,0.95,0.4,0.13
3,7,7,1,38,0.21,0.95,0.4,0.13
3,7,7,2,38,0.21,0.95,0.4,0.13
3,7,7,3,38,0.21,0.95,0.41,0.13
3,7,7,4,38,0.21,0.95,0.41,0.13
3,7,7,5,38,0.21,0.95,0.41,0.13
3,7,7,6,38,0.21,0.95,0.41,0.17
3,7,7,7,38,0.2,0.95,0.41,0.13
3,7,7,8,38,0.2,0.95,0.41,0.13
3,7,7,9,38,0.2,0.95,0.41,0.13
3,7,7,10,38,0.2,0.95,0.41,0.13
3,7,7,11,38,0.2,0.95,0.41,0.12
3,7,7,12,38,0.2,0.95,0.41,0.12
3,7,7,13,39,0.21,0.95,0.41,0.12
3,7,7,14,39,0.21,0.95,0.41,0.12
3,7,7,15,39,0.21,0.95,0.41,0.12
3,7,7,16,39,0.21,0.95,0.41,0.12
3,7,7,17,39,0.22,0.94,0.41,0.13
3,7,7,18,39,0.21,0.95,0.41,0.13
3,7,7,19,39,0.21,0.95,0.41,0.13
3,7,7,20,39,0.21,0.95,0.41,0.13
3,7,7,21,39,0.21,0.93,0.41,0.13
3,7,7,22,39,0.21,0.93,0.41,0.12
3,7,7,23,39,0.21,0.94,0.41,0.12
3,7,7,24,39,0.21,0.93,0.41,0.12
3,7,7,25,39,0.21,0.94,0.41,0.12
3,7,7,26,39,0.21,0.94,0.41,0.13
3,7,7,27,39,0.21,0.93,0.41,0.17
3,7,7,28,39,0.21,0.94,0.41,0.14
3,7,7,29,39,0.2,0.94,0.42,0.14
3,7,7,30,39,0.2,0.92,0.42,0.13
3,7,7,31,39,0.2,0.94,0.42,0.13
3,7,7,32,39,0.2,0.94,0.42,0.13
3,7,7,33,40,0.2,0.95,0.42,0.13
3,7,7,34,40,0.2,0.95,0.42,0.13
3,7,7,35,40,0.2,0.95,0.42,0.12
3,7,7,36,40,0.21,0.94,0.42,0.12
3,7,7,37,40,0.2,0.94,0.42,0.12
3,7,7,38,40,0.22,0.94,0.42,0.13
3,7,7,39,40,0.2,0.95,0.42,0.12
3,7,7,40,40,0.2,0.95,0.42,0.12
3,7,7,41,40,0.2,0.95,0.42,0.12
3,7,7,42,40,0.2,0.95,0.42,0.12
3,7,7,43,40,0.2,0.95,0.42,0.12
3,7,7,44,40,0.2,0.95,0.42,0.13
3,7,7,45,40,0.2,0.95,0.42,0.13
3,7,7,46,40,0.2,0.95,0.42,0.12
3,7,7,47,40,0.2,0.95,0.42,0.12
3,7,7,48,40,0.2,0.95,0.44,0.15
3,7,7,49,40,0.2,0.95,0.42,0.12
3,7,7,50,40,0.2,0.95,0.42,0.12
3,7,7,51,40,0.2,0.95,0.42,0.12
3,7,7,52,40,0.2,0.95,0.42,0.12
3,7,7,53,41,0.2,0.95,0.44,0.12
3,7,7,54,41,0.2,0.95,0.44,0.12
3,7,7,55,41,0.2,0.95,0.43,0.13
3,7,7,56,41,0.2,0.95,0.43,0.14
3,7,7,57,41,0.2,0.95,0.43,0.14
3,7,7,58,41,0.2,0.95,0.43,0.13
3,7,7,59,41,0.2,0.95,0.43,0.13
3,7,8,0,41,0.2,0.95,0.43,0.13
3,7,8,1,41,0.2,0.95,0.43,0.13
3,7,8,2,41,0.2,0.95,0.43,0.13
3,7,8,3,41,0.2,0.95,0.43,0.13
3,7,8,4,41,0.2,0.95,0.43,0.13
3,7,8,5,41,0.2,0.95,0.43,0.13
3,7,8,6,41,0.2,0.95,0.43,0.13
3,7,8,7,41,0.2,0.95,0.43,0.12
3,7,8,8,41,0.2,0.95,0.43,0.12
3,7,8,9,41,0.2,0.95,0.43,0.16
3,7,8,10,41,0.2,0.94,0.43,0.12
3,7,8,11,41,0.2,0.94,0.43,0.12
3,7,8,12,42,0.2,0.94,0.43,0.12
3,7,8,13,42,0.2,0.94,0.43,0.12
3,7,8,14,42,0.2,0.93,0.43,0.12
3,7,8,15,42,0.2,0.93,0.43,0.12
3,7,8,16,42,0.2,0.93,0.43,0.12
3,7,8,17,42,0.2,0.93,0.43,0.12
3,7,8,18,42,0.2,0.92,0.43,0.12
3,7,8,19,42,0.2,0.88,0.43,0.12
3,7,8,20,42,0.22,0.9,0.44,0.13
3,7,8,21,42,0.2,0.78,0.43,0.12
3,7,8,22,42,0.2,0.88,0.44,0.12
3,7,8,23,42,0.2,0.86,0.44,0.12
3,7,8,24,42,0.2,0.7,0.44,0.12
3,7,8,25,42,0.19,0.43,0.44,0.12
3,7,8,26,42,0.19,0.53,0.44,0.13
3,7,8,27,42,0.2,0.83,0.45,0.13
3,7,8,28,42,0.2,0.55,0.44,0.13
3,7,8,29,42,0.2,0.57,0.44,0.13
3,7,8,30,42,0.2,0.57,0.46,0.15
3,7,8,31,42,0.2,0.58,0.45,0.12
3,7,8,32,43,0.2,0.58,0.45,0.12
3,7,8,33,43,0.2,0.59,0.45,0.12
3,7,8,34,43,0.2,0.58,0.45,0.12
3,7,8,35,43,0.2,0.59,0.45,0.12
3,7,8,36,43,0.2,0.59,0.47,0.11
3,7,8,37,43,0.2,0.59,0.48,0.11
3,7,8,38,43,0.2,0.59,0.48,0.12
3,7,8,39,43,0.2,0.59,0.49,0.12
3,7,8,40,43,0.2,0.59,0.49,0.12
3,7,8,41,43,0.2,0.57,0.49,0.12
3,7,8,42,43,0.19,0.51,0.49,0.12
3,7,8,43,43,0.2,0.57,0.49,0.12
3,7,8,44,43,0.19,0.53,0.48,0.12
3,7,8,45,43,0.2,0.57,0.47,0.12
3,7,8,46,43,0.2,0.55,0.47,0.12
3,7,8,47,43,0.19,0.52,0.47,0.12
3,7,8,48,43,0.2,0.56,0.47,0.13
3,7,8,49,43,0.2,0.57,0.47,0.13
3,7,8,50,43,0.2,0.56,0.46,0.13
3,7,8,51,43,0.2,0.6,0.47,0.16
3,7,8,52,44,0.2,0.57,0.46,0.13
3,7,8,53,44,0.2,0.59,0.46,0.13
3,7,8,54,44,0.2,0.59,0.49,0.13
3,7,8,55,44,0.2,0.59,0.49,0.12
3,7,8,56,44,0.2,0.6,0.49,0.12
3,7,8,57,44,0.2,0.6,0.49,0.12
3,7,8,58,44,0.2,0.58,0.49,0.12
3,7,8,59,44,0.2,0.59,0.49,0.12
3,7,9,0,44,0.2,0.58,0.48,0.12
3,7,9,1,44,0.2,0.57,0.48,0.12
3,7,9,2,44,0.2,0.58,0.48,0.12
3,7,9,3,44,0.2,0.6,0.48,0.12
3,7,9,4,44,0.2,0.61,0.48,0.12
3,7,9,5,44,0.2,0.6,0.48,0.12
3,7,9,6,44,0.2,0.6,0.48,0.12
3,7,9,7,44,0.2,0.6,0.48,0.12
3,7,9,8,44,0.2,0.6,0.48,0.12
3,7,9,9,44,0.2,0.62,0.48,0.12
3,7,9,10,44,0.2,0.58,0.48,0.12
3,7,9,11,44,0.2,0.57,0.48,0.12
3,7,9,12,45,0.2,0.59,0.49,0.15
3,7,9,13,45,0.2,0.54,0.48,0.12
3,7,9,14,45,0.2,0.53,0.47,0.12
3,7,9,15,45,0.2,0.54,0.47,0.12
3,7,9,16,45,0.2,0.53,0.47,0.11
3,7,9,17,45,0.2,0.54,0.48,0.12
3,7,9,18,45,0.2,0.53,0.48,0.12
3,7,9,19,45,0.2,0.52,0.48,0.12
3,7,9,20,45,0.2,0.57,0.48,0.12
3,7,9,21,45,0.2,0.59,0.48,0.12
3,7,9,22,45,0.2,0.59,0.48,0.12
3,7,9,23,45,0.2,0.57,0.47,0.12
3,7,9,24,45,0.2,0.59,0.47,0.12
3,7,9,25,45,0.2,0.57,0.48,0.12
3,7,9,26,45,0.2,0.56,0.48,0.11
3,7,9,27,45,0.2,0.54,0.48,0.12
3,7,9,28,45,0.2,0.52,0.47,0.12
3,7,9,29,45,0.2,0.55,0.47,0.13
3,7,9,30,45,0.2,0.57,0.47,0.12
3,7,9,31,45,0.2,0.55,0.47,0.12
3,7,9,32,46,0.2,0.57,0.47,0.12
3,7,9,33,46,0.2,0.59,0.48,0.13
3,7,9,34,46,0.2,0.57,0.47,0.11
3,7,9,35,46,0.2,0.58,0.47,0.11
3,7,9,36,46,0.2,0.59,0.47,0.12
3,7,9,37,46,0.2,0.61,0.47,0.12
3,7,9,38,46,0.2,0.61,0.48,0.12
3,7,9,39,46,0.2,0.64,0.48,0.12
3,7,9,40,46,0.2,0.65,0.48,0.12
3,7,9,41,46,0.2,0.64,0.47,0.12
3,7,9,42,46,0.2,0.39,0.47,0.11
3,7,9,43,46,0.2,0.46,0.47,0.11
3,7,9,44,46,0.2,0.53,0.47,0.11
3,7,9,45,46,0.2,0.56,0.47,0.12
3,7,9,46,46,0.2,0.57,0.47,0.12
3,7,9,47,46,0.2,0.58,0.47,0.12
3,7,9,48,46,0.2,0.59,0.47,0.12
3,7,9,49,46,0.2,0.6,0.48,0.12
3,7,9,50,46,0.2,0.61,0.48,0.12
3,7,9,51,46,0.21,0.62,0.48,0.12
3,7,9,52,47,0.21,0.61,0.48,0.12
3,7,9,53,47,0.21,0.6,0.48,0.12
3,7,9,54,47,0.24,0.61,0.48,0.13
3,7,9,55,47,0.21,0.61,0.48,0.12
3,7,9,56,47,0.21,0.58,0.48,0.12
3,7,9,57,47,0.2,0.52,0.48,0.11
3,7,9,58,47,0.21,0.53,0.48,0.11
3,7,9,59,47,0.21,0.55,0.48,0.12
3,7,10,0,47,0.21,0.57,0.48,0.12
3,7,10,1,47,0.21,0.59,0.48,0.12
3,7,10,2,47,0.21,0.57,0.48,0.12
3,7,10,3,47,0.2,0.51,0.48,0.12
3,7,10,4,47,0.21,0.55,0.48,0.12
3,7,10,5,47,0.21,0.58,0.48,0.12
3,7,10,6,47,0.23,0.6,0.48,0.12
3,7,10,7,47,0.2,0.62,0.48,0.13
3,7,10,8,47,0.2,0.61,0.48,0.13
3,7,10,9,47,0.21,0.64,0.48,0.13
3,7,10,10,47,0.21,0.62,0.48,0.13
3,7,10,11,47,0.2,0.62,0.48,0.13
3,7,10,12,48,0.2,0.61,0.48,0.13
3,7,10,13,48,0.2,0.61,0.48,0.13
3,7,10,14,48,0.2,0.56,0.48,0.12
3,7,10,15,48,0.22,0.57,0.49,0.13
3,7,10,16,48,0.2,0.58,0.48,0.12
3,7,10,17,48,0.2,0.58,0.48,0.12
3,7,10,18,48,0.2,0.59,0.48,0.12
3,7,10,19,48,0.21,0.59,0.48,0.12
3,7,10,20,48,0.21,0.59,0.48,0.12
3,7,10,21,48,0.2,0.59,0.48,0.12
3,7,10,22,48,0.21,0.58,0.48,0.12
3,7,10,23,48,0.21,0.58,0.49,0.13
3,7,10,24,48,0.21,0.58,0.48,0.14
3,7,10,25,48,0.24,0.58,0.49,0.15
3,7,10,26,48,0.21,0.57,0.48,0.13
3,7,10,27,48,0.21,0.57,0.48,0.13
3,7,10,28,48,0.21,0.58,0.48,0.13
3,7,10,29,48,0.21,0.58,0.49,0.13
3,7,10,30,48,0.21,0.58,0.49,0.12
3,7,10,31,48,0.21,0.58,0.48,0.12
3,7,10,32,49,0.21,0.58,0.49,0.12
3,7,10,33,49,0.21,0.58,0.49,0.12
3,7,10,34,49,0.21,0.58,0.48,0.12
3,7,10,35,49,0.21,0.58,0.5,0.15
3,7,10,36,49,0.21,0.58,0.48,0.12
3,7,10,37,49,0.21,0.58,0.48,0.13
3,7,10,38,49,0.21,0.58,0.48,0.12
3,7,10,39,49,0.21,0.58,0.48,0.12
3,7,10,40,49,0.21,0.58,0.48,0.12
3,7,10,41,49,0.21,0.59,0.48,0.12
3,7,10,42,49,0.2,0.59,0.48,0.12
3,7,10,43,49,0.2,0.59,0.49,0.12
3,7,10,44,49,0.21,0.59,0.49,0.12
3,7,10,45,49,0.21,0.6,0.49,0.12
3,7,10,46,49,0.21,0.59,0.49,0.12
3,7,10,47,49,0.21,0.59,0.48,0.12
3,7,10,48,49,0.21,0.59,0.48,0.13
3,7,10,49,49,0.2,0.59,0.48,0.13
3,7,10,50,49,0.21,0.59,0.48,0.13
3,7,10,51,49,0.21,0.6,0.49,0.13
3,7,10,52,50,0.2,0.59,0.49,0.13
3,7,10,53,50,0.2,0.58,0.49,0.12
3,7,10,54,50,0.2,0.58,0.49,0.12
3,7,10,55,50,0.2,0.58,0.49,0.13
3,7,10,56,50,0.22,0.58,0.49,0.14
3,7,10,57,50,0.2,0.59,0.49,0.13
3,7,10,58,50,0.27,0.59,0.49,0.14
3,7,10,59,50,0.27,0.59,0.49,0.13
3,7,11,0,50,0.26,0.58,0.49,0.13
3,7,11,1,50,0.26,0.59,0.49,0.13
3,7,11,2,50,0.26,0.59,0.49,0.12
3,7,11,3,50,0.26,0.6,0.49,0.12
3,7,11,4,50,0.27,0.59,0.49,0.12
3,7,11,5,50,0.27,0.59,0.49,0.12
3,7,11,6,50,0.27,0.59,0.49,0.14
3,7,11,7,50,0.28,0.58,0.49,0.12
3,7,11,8,50,0.29,0.58,0.49,0.12
3,7,11,9,50,0.29,0.58,0.49,0.11
3,7,11,10,50,0.3,0.58,0.49,0.11
3,7,11,11,50,0.3,0.58,0.49,0.11
3,7,11,12,51,0.3,0.57,0.49,0.11
3,7,11,13,51,0.3,0.58,0.49,0.11
3,7,11,14,51,0.31,0.57,0.49,0.11
3,7,11,15,51,0.31,0.57,0.49,0.11
3,7,11,16,51,0.31,0.57,0.49,0.11
3,7,11,17,51,0.32,0.57,0.49,0.11
3,7,11,18,51,0.32,0.57,0.49,0.11
3,7,11,19,51,0.32,0.56,0.49,0.11
3,7,11,20,51,0.32,0.56,0.49,0.11
3,7,11,21,51,0.32,0.56,0.49,0.11
3,7,11,22,51,0.32,0.57,0.49,0.12
3,7,11,23,51,0.33,0.56,0.49,0.12
3,7,11,24,51,0.33,0.56,0.49,0.12
3,7,11,25,51,0.33,0.56,0.49,0.12
3,7,11,26,51,0.33,0.56,0.49,0.12
3,7,11,27,51,0.33,0.56,0.49,0.12
3,7,11,28,51,0.33,0.57,0.49,0.12
3,7,11,29,51,0.33,0.56,0.49,0.12
3,7,11,30,51,0.33,0.58,0.49,0.12
3,7,11,31,51,0.33,0.57,0.49,0.12
3,7,11,32,52,0.33,0.58,0.49,0.12
3,7,11,33,52,0.33,0.58,0.49,0.12
3,7,11,34,52,0.33,0.58,0.49,0.12
3,7,11,35,52,0.33,0.58,0.49,0.12
3,7,11,36,52,0.33,0.57,0.49,0.12
3,7,11,37,52,0.35,0.58,0.49,0.13
3,7,11,38,52,0.34,0.58,0.49,0.12
3,7,11,39,52,0.34,0.59,0.49,0.11
3,7,11,40,52,0.34,0.58,0.49,0.11
3,7,11,41,52,0.34,0.58,0.49,0.12
3,7,11,42,52,0.34,0.59,0.49,0.12
3,7,11,43,52,0.34,0.58,0.49,0.12
3,7,11,44,52,0.34,0.59,0.49,0.12
3,7,11,45,52,0.34,0.59,0.49,0.12
3,7,11,46,52,0.34,0.57,0.49,0.12
3,7,11,47,52,0.34,0.57,0.5,0.13
3,7,11,48,52,0.34,0.59,0.49,0.12
3,7,11,49,52,0.34,0.59,0.49,0.11
3,7,11,50,52,0.34,0.59,0.49,0.12
3,7,11,51,52,0.34,0.58,0.49,0.12
3,7,11,52,53,0.33,0.58,0.49,0.12
3,7,11,53,53,0.33,0.58,0.49,0.12
3,7,11,54,53,0.33,0.57,0.49,0.12
3,7,11,55,53,0.33,0.55,0.49,0.12
3,7,11,56,53,0.33,0.55,0.49,0.12
3,7,11,57,53,0.33,0.58,0.49,0.12
3,7,11,58,53,0.33,0.58,0.49,0.12
3,7,11,59,53,0.33,0.58,0.49,0.12
3,7,12,0,53,0.33,0.57,0.49,0.12
3,7,12,1,53,0.33,0.57,0.49,0.12
3,7,12,2,53,0.33,0.55,0.49,0.12
3,7,12,3,53,0.33,0.56,0.49,0.12
3,7,12,4,53,0.33,0.56,0.49,0.12
3,7,12,5,53,0.33,0.57,0.49,0.12
3,7,12,6,53,0.33,0.59,0.49,0.12
3,7,12,7,53,0.33,0.59,0.49,0.11
3,7,12,8,53,0.34,0.6,0.49,0.13
3,7,12,9,53,0.33,0.6,0.49,0.11
3,7,12,10,53,0.33,0.6,0.49,0.11
3,7,12,11,54,0.33,0.6,0.49,0.11
3,7,12,12,54,0.33,0.6,0.49,0.1
3,7,12,13,54,0.33,0.59,0.49,0.1
3,7,12,14,54,0.33,0.6,0.49,0.1
3,7,12,15,54,0.33,0.62,0.49,0.1
3,7,12,16,54,0.33,0.59,0.49,0.11
3,7,12,17,54,0.33,0.59,0.49,0.11
3,7,12,18,54,0.36,0.61,0.5,0.13
3,7,12,19,54,0.33,0.6,0.49,0.12
3,7,12,20,54,0.33,0.58,0.49,0.13
3,7,12,21,54,0.33,0.58,0.49,0.13
3,7,12,22,54,0.33,0.63,0.49,0.13
3,7,12,23,54,0.33,0.62,0.49,0.12
3,7,12,24,54,0.33,0.6,0.49,0.12
3,7,12,25,54,0.33,0.61,0.49,0.12
3,7,12,26,54,0.33,0.62,0.49,0.12
3,7,12,27,54,0.33,0.61,0.49,0.11
3,7,12,28,54,0.33,0.61,0.49,0.14
3,7,12,29,54,0.33,0.62,0.49,0.11
3,7,12,30,54,0.33,0.58,0.49,0.11
3,7,12,31,55,0.33,0.61,0.49,0.11
3,7,12,32,55,0.33,0.61,0.5,0.11
3,7,12,33,55,0.33,0.62,0.5,0.11
3,7,12,34,55,0.33,0.62,0.5,0.11
3,7,12,35,55,0.33,0.6,0.5,0.11
3,7,12,36,55,0.33,0.59,0.5,0.11
3,7,12,37,55,0.33,0.59,0.5,0.11
3,7,12,38,55,0.33,0.58,0.5,0.11
3,7,12,39,55,0.33,0.59,0.5,0.11
3,7,12,40,55,0.33,0.59,0.5,0.11
3,7,12,41,55,0.33,0.58,0.5,0.11
3,7,12,42,55,0.32,0.5,0.5,0.12
3,7,12,43,55,0.33,0.57,0.5,0.12
3,7,12,44,55,0.33,0.58,0.5,0.12
3,7,12,45,55,0.33,0.55,0.5,0.13
3,7,12,46,55,0.32,0.55,0.5,0.14
3,7,12,47,55,0.32,0.5,0.5,0.13
3,7,12,48,55,0.32,0.52,0.5,0.13
3,7,12,49,55,0.33,0.5,0.5,0.13
3,7,12,50,55,0.32,0.5,0.5,0.12
3,7,12,51,55,0.32,0.48,0.5,0.11
3,7,12,52,56,0.32,0.43,0.5,0.11
3,7,12,53,56,0.32,0.34,0.5,0.11
3,7,12,54,56,0.31,0.35,0.5,0.11
3,7,12,55,56,0.31,0.34,0.49,0.1
3,7,12,56,56,0.31,0.33,0.49,0.1
