month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3
3,9,19,17,39,0.18,0.42,0.51,0.13
3,9,19,18,39,0.18,0.42,0.52,0.13
3,9,19,19,39,0.18,0.41,0.52,0.13
3,9,19,20,39,0.18,0.41,0.52,0.13
3,9,19,21,39,0.18,0.42,0.52,0.13
3,9,19,22,39,0.18,0.41,0.52,0.13
3,9,19,23,39,0.18,0.41,0.51,0.13
3,9,19,24,39,0.18,0.41,0.52,0.19
3,9,19,25,39,0.18,0.41,0.51,0.13
3,9,19,26,39,0.18,0.41,0.51,0.13
3,9,19,27,39,0.18,0.41,0.51,0.13
3,9,19,28,39,0.18,0.42,0.5,0.13
3,9,19,29,39,0.18,0.41,0.5,0.13
3,9,19,30,39,0.18,0.41,0.51,0.13
3,9,19,31,39,0.18,0.42,0.51,0.13
3,9,19,32,39,0.18,0.41,0.51,0.13
3,9,19,33,39,0.18,0.42,0.5,0.13
3,9,19,34,39,0.18,0.41,0.51,0.14
3,9,19,35,40,0.18,0.41,0.5,0.16
3,9,19,36,40,0.18,0.41,0.5,0.15
3,9,19,37,40,0.18,0.41,0.51,0.15
3,9,19,38,40,0.18,0.41,0.5,0.15
3,9,19,39,40,0.18,0.43,0.5,0.14
3,9,19,40,40,0.18,0.42,0.5,0.14
3,9,19,41,40,0.18,0.41,0.5,0.13
3,9,19,42,40,0.18,0.41,0.5,0.13
3,9,19,43,40,0.18,0.41,0.5,0.13
3,9,19,44,40,0.18,0.41,0.5,0.13
3,9,19,45,40,0.22,0.42,0.5,0.15
3,9,19,46,40,0.18,0.41,0.5,0.13
3,9,19,47,40,0.18,0.41,0.5,0.13
3,9,19,48,40,0.18,0.41,0.5,0.13
3,9,19,49,40,0.18,0.41,0.5,0.13
3,9,19,50,40,0.18,0.41,0.5,0.14
3,9,19,51,40,0.18,0.41,0.5,0.13
3,9,19,52,40,0.18,0.41,0.5,0.13
3,9,19,53,40,0.18,0.41,0.5,0.13
3,9,19,54,40,0.18,0.41,0.5,0.13
3,9,19,55,41,0.19,0.44,0.51,0.16
3,9,19,56,41,0.19,0.41,0.5,0.13
3,9,19,57,41,0.19,0.41,0.5,0.13
3,9,19,58,41,0.18,0.41,0.5,0.14
3,9,19,59,41,0.18,0.42,0.5,0.13
3,9,20,0,41,0.18,0.41,0.5,0.13
3,9,20,1,41,0.18,0.41,0.5,0.13
3,9,20,2,41,0.18,0.41,0.5,0.14
3,9,20,3,41,0.18,0.41,0.5,0.14
3,9,20,4,41,0.18,0.41,0.5,0.15
3,9,20,5,41,0.18,0.41,0.5,0.15
3,9,20,6,41,0.18,0.41,0.5,0.15
3,9,20,7,41,0.18,0.41,0.5,0.14
3,9,20,8,41,0.18,0.41,0.5,0.14
3,9,20,9,41,0.18,0.41,0.5,0.14
3,9,20,10,41,0.18,0.41,0.5,0.14
3,9,20,11,41,0.18,0.41,0.5,0.14
3,9,20,12,41,0.18,0.41,0.5,0.13
3,9,20,13,41,0.18,0.41,0.5,0.13
3,9,20,14,41,0.18,0.41,0.51,0.13
3,9,20,15,42,0.18,0.41,0.51,0.13
3,9,20,16,42,0.21,0.42,0.51,0.15
3,9,20,17,42,0.18,0.41,0.51,0.13
3,9,20,18,42,0.18,0.41,0.51,0.13
3,9,20,19,42,0.18,0.41,0.51,0.13
3,9,20,20,42,0.18,0.41,0.51,0.13
3,9,20,21,42,0.18,0.41,0.51,0.13
3,9,20,22,42,0.18,0.41,0.51,0.13
3,9,20,23,42,0.18,0.41,0.52,0.13
3,9,20,24,42,0.18,0.41,0.52,0.13
3,9,20,25,42,0.18,0.41,0.52,0.13
3,9,20,26,42,0.24,0.42,0.52,0.16
3,9,20,27,42,0.19,0.41,0.52,0.13
3,9,20,28,42,0.18,0.41,0.52,0.13
3,9,20,29,42,0.19,0.41,0.52,0.13
3,9,20,30,42,0.19,0.41,0.52,0.13
3,9,20,31,42,0.19,0.41,0.51,0.13
3,9,20,32,42,0.19,0.41,0.51,0.13
3,9,20,33,42,0.19,0.41,0.51,0.13
3,9,20,34,42,0.19,0.41,0.51,0.13
